ID,Job,Route,Direction,Stop,Date,Scheduled,Actual,Different,Status
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 07:41:00,1970-01-01 07:45:18,-00:04:18,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 07:47:00,1970-01-01 07:51:08,-00:04:08,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 07:57:00,1970-01-01 08:04:52,-00:07:52,late
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 08:00:00,1970-01-01 08:04:52,-00:04:52,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 08:11:00,1970-01-01 08:15:25,-00:04:25,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 08:17:00,1970-01-01 08:23:18,-00:06:18,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 08:27:00,1970-01-01 08:34:20,-00:07:20,late
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 08:30:00,1970-01-01 08:34:20,-00:04:20,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 08:41:00,1970-01-01 08:44:55,-00:03:55,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 08:47:00,1970-01-01 08:50:18,-00:03:18,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 08:57:00,1970-01-01 09:00:46,-00:03:46,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 09:00:00,1970-01-01 09:00:46,-00:00:46,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 09:11:00,1970-01-01 09:12:57,-00:01:57,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 09:17:00,1970-01-01 09:17:46,-00:00:46,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 09:26:00,1970-01-01 09:28:43,-00:02:43,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 09:30:00,1970-01-01 09:32:19,-00:02:19,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 09:41:00,1970-01-01 09:41:19,-00:00:19,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 09:47:00,1970-01-01 09:47:16,-00:00:16,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 09:56:00,1970-01-01 10:00:53,-00:04:53,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 10:00:00,1970-01-01 10:00:54,-00:00:54,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 10:11:00,1970-01-01 10:08:37,1970-01-01 00:02:22,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 10:17:00,1970-01-01 10:16:03,1970-01-01 00:00:56,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 10:26:00,1970-01-01 10:28:09,-00:02:09,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 10:30:00,1970-01-01 10:31:45,-00:01:45,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 10:41:00,1970-01-01 10:40:37,1970-01-01 00:00:22,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 10:47:00,1970-01-01 10:47:26,-00:00:26,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 10:56:00,1970-01-01 11:02:00,-00:06:00,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 11:00:00,1970-01-01 11:02:06,-00:02:06,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 11:11:00,1970-01-01 11:11:12,-00:00:12,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 11:17:00,1970-01-01 11:17:01,-00:00:01,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 11:26:00,1970-01-01 11:28:25,-00:02:25,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 11:30:00,1970-01-01 11:31:58,-00:01:58,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 11:41:00,1970-01-01 11:41:35,-00:00:35,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 11:47:00,1970-01-01 11:46:27,1970-01-01 00:00:32,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 11:56:00,1970-01-01 12:01:07,-00:05:07,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 12:00:00,1970-01-01 12:01:07,-00:01:07,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 12:10:00,1970-01-01 12:10:48,-00:00:48,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 12:17:00,1970-01-01 12:16:12,1970-01-01 00:00:47,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 12:28:00,1970-01-01 12:26:09,1970-01-01 00:01:50,early
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 12:30:00,1970-01-01 12:31:12,-00:01:12,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 12:40:00,1970-01-01 12:40:59,-00:00:59,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 12:47:00,1970-01-01 12:46:21,1970-01-01 00:00:38,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 12:58:00,1970-01-01 13:02:43,-00:04:43,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 13:00:00,1970-01-01 13:02:46,-00:02:46,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 13:10:00,1970-01-01 13:15:01,-00:05:01,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 13:17:00,1970-01-01 13:19:51,-00:02:51,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 13:28:00,1970-01-01 13:31:10,-00:03:10,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 13:30:00,1970-01-01 13:31:44,-00:01:44,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 13:40:00,1970-01-01 13:45:09,-00:05:09,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 13:47:00,1970-01-01 13:49:45,-00:02:45,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 13:58:00,1970-01-01 14:00:16,-00:02:16,ontime
Vehicle: 62621n,3401,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 14:00:00,1970-01-01 14:00:21,-00:00:21,ontime
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 14:10:00,1970-01-01 14:09:33,1970-01-01 00:00:26,early
Vehicle: 62621n,3401,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 14:17:00,1970-01-01 14:14:28,1970-01-01 00:02:31,early
Vehicle: 62621n,3401R,Route 34,To Suitland Metrorail Station,Suitland Metro - Arrival,2021-02-05,1970-01-01 17:28:00,1970-01-01 17:30:45,-00:02:45,ontime
Vehicle: 62621n,3401R,Route 34,to Capital Crossing Apartments,Suitland Metrorail Station Bay D,2021-02-05,1970-01-01 17:30:00,1970-01-01 17:31:21,-00:01:21,ontime
Vehicle: 62621n,3401R,Route 34,To Suitland Metrorail Station,4258 Whitehall Square Apts,2021-02-05,1970-01-01 17:40:00,1970-01-01 17:41:48,-00:01:48,ontime
Vehicle: 62621n,3401R,Route 34,To Suitland Metrorail Station,3930 Capitol Crossing Apts,2021-02-05,1970-01-01 17:47:00,1970-01-01 17:45:55,1970-01-01 00:01:04,early
Vehicle: 62621n,,,,,2021-02-05,,,,
Vehicle: 62621n,,,,,2021-02-05,,,,
Vehicle: 62622n,Vehicle: 62622n,,,,2021-02-05,,,,
,,,,,2021-02-05,,,,
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 06:07:00,1970-01-01 06:12:13,-00:05:13,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 06:12:00,1970-01-01 06:17:39,-00:05:39,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 06:20:00,1970-01-01 06:24:17,-00:04:17,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 06:26:00,1970-01-01 06:30:27,-00:04:27,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 06:32:00,1970-01-01 06:32:18,-00:00:18,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 06:37:00,1970-01-01 06:37:06,-00:00:06,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 06:45:00,1970-01-01 06:47:29,-00:02:29,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 06:52:00,1970-01-01 06:55:05,-00:03:05,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 06:57:00,1970-01-01 07:00:48,-00:03:48,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 07:30:00,1970-01-01 07:36:00,-00:06:00,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 07:37:00,1970-01-01 07:42:15,-00:05:15,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 07:42:00,1970-01-01 07:47:12,-00:05:12,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 07:55:00,1970-01-01 07:51:37,1970-01-01 00:03:22,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 08:01:00,1970-01-01 08:02:07,-00:01:07,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 08:07:00,1970-01-01 08:04:14,1970-01-01 00:02:45,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 08:12:00,1970-01-01 08:17:01,-00:05:01,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 08:15:00,1970-01-01 08:17:19,-00:02:19,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 08:22:00,1970-01-01 08:24:39,-00:02:39,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 08:27:00,1970-01-01 08:28:41,-00:01:41,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 08:40:00,1970-01-01 08:34:23,1970-01-01 00:05:36,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 08:46:00,1970-01-01 08:40:59,1970-01-01 00:05:00,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 08:52:00,1970-01-01 08:42:51,1970-01-01 00:09:09,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 08:57:00,1970-01-01 09:01:29,-00:04:29,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 09:00:00,1970-01-01 09:01:43,-00:01:43,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 09:07:00,1970-01-01 09:09:31,-00:02:31,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 09:12:00,1970-01-01 09:13:58,-00:01:58,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 09:20:00,1970-01-01 09:20:19,-00:00:19,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 09:26:00,1970-01-01 09:27:39,-00:01:39,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 09:32:00,1970-01-01 09:29:44,1970-01-01 00:02:16,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 09:37:00,1970-01-01 09:48:43,-00:11:43,late
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 09:45:00,1970-01-01 09:48:43,-00:03:43,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 09:52:00,1970-01-01 09:56:52,-00:04:52,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 09:57:00,1970-01-01 10:00:54,-00:03:54,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 10:05:00,1970-01-01 10:07:38,-00:02:38,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 10:11:00,1970-01-01 10:14:21,-00:03:21,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 10:17:00,1970-01-01 10:16:29,1970-01-01 00:00:30,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 10:22:00,1970-01-01 10:31:07,-00:09:07,late
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 10:30:00,1970-01-01 10:31:07,-00:01:07,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 10:37:00,1970-01-01 10:38:52,-00:01:52,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 10:42:00,1970-01-01 10:43:41,-00:01:41,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 10:50:00,1970-01-01 10:50:22,-00:00:22,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 10:56:00,1970-01-01 10:56:58,-00:00:58,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 11:02:00,1970-01-01 10:59:09,1970-01-01 00:02:51,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 11:07:00,1970-01-01 11:03:34,1970-01-01 00:03:25,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 11:15:00,1970-01-01 11:17:44,-00:02:44,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 11:22:00,1970-01-01 11:24:49,-00:02:49,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 11:27:00,1970-01-01 11:30:55,-00:03:55,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 11:35:00,1970-01-01 11:36:44,-00:01:44,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 11:41:00,1970-01-01 11:43:31,-00:02:31,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 11:47:00,1970-01-01 11:45:22,1970-01-01 00:01:37,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 11:52:00,1970-01-01 12:02:16,-00:10:16,late
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 12:00:00,1970-01-01 12:02:18,-00:02:18,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 12:07:00,1970-01-01 12:10:00,-00:03:00,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 12:12:00,1970-01-01 12:15:41,-00:03:41,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 12:20:00,1970-01-01 12:21:48,-00:01:48,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Jericho Residences (Southbound),2021-02-05,1970-01-01 12:26:00,1970-01-01 12:27:30,-00:01:30,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Arena Dr at Shoppers Way (Largo),2021-02-05,1970-01-01 12:32:00,1970-01-01 12:29:47,1970-01-01 00:02:12,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 12:37:00,1970-01-01 12:34:10,1970-01-01 00:02:49,early
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Largo Town Center Station at Bus Bay E,2021-02-05,1970-01-01 12:45:00,1970-01-01 12:46:19,-00:01:19,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,Campus Way North at Grey Gables Ct,2021-02-05,1970-01-01 12:52:00,1970-01-01 12:52:07,-00:00:07,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,RUBY LOCKHART BLVD AT CAMPUS WAY NORTH,2021-02-05,1970-01-01 12:57:00,1970-01-01 12:57:00,1970-01-01 00:00:00,ontime
Vehicle: 62622n,2802,Route 28,To Largo Metro Station via Campus Way N/Woodmore Towne Center - Loop B,1400 Merchantile Ln,2021-02-05,1970-01-01 13:05:00,1970-01-01 13:05:02,-00:00:02,ontime
